Tenant_ID,Age,Occupation,Income_Level,Credit_Score,Past_Default,Debt_to_Income_Ratio,Monthly_Rent,Lease_Term_Months,Security_Deposit,Property_Type,Property_Size_SqFt,Unemployment_Rate,GDP_Growth_Rate,Default_Risk
4388,37,Freelancer,51510,327,1,0.36,3152,24,3152,Residential,3512,6.63,3.89,1
4389,48,Self-employed,48000,448,0,0.33,1749,36,3498,Residential,3216,8.36,4.21,1
4390,21,Freelancer,128619,719,0,0.46,3483,6,3483,Commercial,1955,3.45,3.37,1
4391,61,Unemployed,139277,579,1,0.11,3528,12,7056,Residential,1697,9.04,1.93,1
4392,40,Self-employed,50383,481,0,0.16,3634,12,3634,Residential,3612,7.42,2.33,1
4393,19,Self-employed,31785,465,0,0.35,4595,24,9190,Commercial,3416,8.07,4.6,1
4394,39,Freelancer,60910,316,0,0.13,1439,12,1439,Commercial,1811,7.86,3.93,1
4395,54,Unemployed,59028,449,0,0.36,4609,6,4609,Residential,1060,8.93,1.35,1
4396,25,Full-time,44855,638,1,0.49,4737,36,4737,Commercial,2604,3.61,4.01,1
4397,24,Freelancer,44281,344,0,0.45,4523,36,4523,Commercial,2553,5.64,2.32,1
4398,31,Full-time,133838,801,0,0.34,4191,6,8382,Residential,2098,6.52,1.09,0
4399,20,Freelancer,24841,488,1,0.46,1089,12,1089,Residential,1444,6.83,2.93,1
4400,33,Full-time,117204,360,0,0.15,2282,24,4564,Residential,1078,9.6,4.53,1
4401,36,Freelancer,80155,593,0,0.28,1707,36,3414,Commercial,1414,3.3,2.78,1
4402,35,Self-employed,46918,332,0,0.27,4912,6,4912,Commercial,661,9.06,4.96,1
4403,33,Part-time,76313,598,0,0.23,2843,6,5686,Residential,1274,6.86,1.71,1
4404,25,Self-employed,144354,714,0,0.1,1346,12,2692,Residential,556,6.88,2.4,0
4405,50,Full-time,144737,848,0,0.46,2924,24,2924,Residential,1689,5.24,1.07,1
4406,29,Unemployed,148517,730,0,0.41,1298,24,1298,Residential,4544,7.51,1.2,1
4407,28,Self-employed,131688,794,0,0.36,970,12,970,Commercial,1045,7.52,2.42,0
4408,22,Part-time,145769,399,0,0.15,4409,6,4409,Residential,3480,4.33,3.11,1
4409,44,Full-time,37443,322,0,0.25,2594,12,2594,Commercial,4642,7.74,1.95,1
4410,29,Self-employed,52250,719,0,0.47,3494,12,3494,Commercial,1913,4.87,1.67,1
4411,34,Freelancer,21922,723,0,0.35,3629,12,3629,Residential,2915,7.82,2.68,0
4412,23,Unemployed,51976,786,1,0.34,1813,6,3626,Commercial,4583,7.28,1.68,1
4413,50,Full-time,31991,388,0,0.47,3378,36,6756,Commercial,3888,8.01,3.52,1
4414,22,Self-employed,124405,508,0,0.32,4015,6,4015,Commercial,3703,3.14,4.82,1
4415,45,Full-time,73744,570,0,0.34,1547,36,3094,Residential,1912,3.88,4.23,1
4416,31,Freelancer,42733,705,0,0.24,1587,36,3174,Residential,3129,8.88,1.86,0
4417,22,Part-time,22473,577,1,0.25,4181,12,8362,Residential,1071,5.67,4.8,1
4418,50,Self-employed,28108,505,0,0.37,782,24,782,Residential,2240,8.86,4.0,1
4419,58,Full-time,48715,627,0,0.23,4148,12,8296,Residential,4427,3.44,1.62,0
4420,36,Full-time,133754,635,1,0.32,1898,6,1898,Residential,847,8.39,3.32,1
4421,39,Full-time,142784,337,0,0.21,3233,24,6466,Commercial,1344,3.59,4.87,1
4422,22,Part-time,128347,527,0,0.17,4567,24,4567,Commercial,3165,6.28,1.39,1
4423,19,Full-time,146421,782,0,0.28,2857,6,5714,Commercial,4090,9.56,2.08,0
4424,47,Unemployed,141436,433,1,0.19,3435,6,6870,Commercial,2999,3.54,2.5,1
4425,64,Unemployed,52210,689,0,0.46,4318,12,4318,Commercial,1042,5.45,1.46,1
4426,56,Full-time,134514,724,0,0.22,3738,6,7476,Commercial,715,6.63,2.2,0
4427,21,Unemployed,57317,809,0,0.34,2272,36,2272,Commercial,3400,9.3,3.77,0
4428,50,Self-employed,85516,726,0,0.21,4577,36,4577,Commercial,4893,5.33,2.91,0
4429,30,Unemployed,53362,773,0,0.2,4602,24,4602,Residential,1869,8.65,2.68,0
4430,37,Full-time,74604,660,0,0.24,1287,12,2574,Residential,785,8.03,2.73,0
4431,24,Freelancer,135194,510,0,0.47,3724,12,7448,Commercial,3559,5.15,4.04,1
4432,32,Self-employed,24889,478,0,0.26,542,24,542,Commercial,4721,5.39,4.97,1
4433,40,Part-time,109557,357,0,0.43,4796,6,4796,Residential,550,4.34,3.35,1
4434,31,Full-time,93748,372,0,0.18,3442,12,3442,Residential,2225,7.85,4.01,1
4435,40,Part-time,51971,514,0,0.12,4821,24,9642,Residential,1899,6.94,2.49,1
4436,36,Freelancer,70551,372,0,0.41,4405,24,8810,Commercial,3936,4.08,4.44,1
4437,46,Part-time,23201,766,0,0.32,3910,36,3910,Commercial,3803,7.34,2.68,0
4438,37,Full-time,126158,570,0,0.3,1858,24,3716,Residential,3217,6.49,4.74,1
4439,46,Full-time,125067,798,0,0.21,1704,6,3408,Commercial,1829,3.65,3.97,0
4440,41,Freelancer,128957,653,0,0.13,4104,6,4104,Commercial,3822,9.68,3.83,0
4441,35,Full-time,109882,533,0,0.29,3493,6,3493,Residential,3398,8.84,2.16,1
4442,27,Freelancer,57958,618,0,0.45,2741,6,5482,Residential,2889,3.5,4.18,1
4443,58,Freelancer,99251,318,0,0.15,1037,24,1037,Residential,1248,9.52,1.42,1
4444,25,Full-time,25681,671,0,0.47,4511,12,4511,Commercial,1023,9.42,3.15,1
4445,43,Unemployed,121982,483,0,0.21,4368,24,8736,Residential,1154,3.3,3.94,1
4446,46,Freelancer,66870,576,1,0.31,4083,12,4083,Residential,4994,4.41,4.53,1
4447,27,Full-time,148396,444,0,0.13,1850,12,1850,Residential,3453,7.92,3.28,1
4448,34,Unemployed,102256,380,1,0.27,1444,12,2888,Commercial,3689,9.54,2.03,1
4449,19,Freelancer,87203,621,0,0.15,4356,36,4356,Commercial,2608,8.76,4.4,0
4450,23,Unemployed,48152,734,0,0.12,2323,6,4646,Commercial,2438,4.97,4.07,0
4451,22,Self-employed,70061,342,0,0.49,3125,36,3125,Residential,1704,3.23,1.61,1
4452,45,Self-employed,77619,612,0,0.39,4398,24,8796,Commercial,4539,6.31,4.49,0
4453,58,Unemployed,78235,592,0,0.39,3987,36,7974,Commercial,4582,3.64,4.84,1
4454,22,Freelancer,93740,368,0,0.14,4706,12,4706,Residential,4562,4.72,3.15,1
4455,35,Full-time,57890,355,1,0.47,4807,24,4807,Commercial,764,7.48,1.15,1
4456,43,Part-time,110073,503,0,0.29,1350,6,1350,Commercial,3834,6.47,4.66,1
4457,37,Full-time,81401,719,0,0.44,3425,12,6850,Commercial,1211,5.64,1.49,1
4458,58,Part-time,31217,849,0,0.11,1495,6,2990,Commercial,1412,9.51,3.53,0
4459,44,Part-time,68351,542,1,0.22,849,36,849,Commercial,2234,4.35,2.6,1
4460,29,Freelancer,53741,500,0,0.5,2037,6,2037,Commercial,1945,6.41,4.97,1
4461,24,Unemployed,40654,773,1,0.27,3477,24,6954,Commercial,2636,7.01,4.67,1
4462,20,Full-time,81314,826,0,0.46,3228,12,3228,Commercial,831,5.25,4.14,1
4463,27,Unemployed,21408,376,0,0.23,4846,6,9692,Residential,4349,7.94,1.8,1
4464,51,Self-employed,148601,777,0,0.31,2866,36,2866,Residential,4334,9.07,3.8,0
4465,42,Freelancer,62903,739,0,0.44,2736,24,2736,Residential,651,6.79,3.29,1
4466,52,Freelancer,104208,562,0,0.34,4375,12,4375,Residential,1207,8.47,1.54,1
4467,33,Self-employed,127042,484,0,0.39,3594,36,7188,Residential,920,3.43,4.18,1
4468,19,Full-time,132653,354,0,0.19,4101,12,4101,Residential,752,4.08,1.35,1
4469,41,Self-employed,21218,607,0,0.16,4674,6,9348,Residential,1498,6.23,2.93,0
4470,27,Full-time,70572,815,0,0.19,1423,36,2846,Commercial,4055,9.45,2.71,0
4471,55,Part-time,78798,598,0,0.3,1118,36,1118,Commercial,792,6.72,4.22,1
4472,39,Freelancer,121681,529,0,0.42,4900,6,4900,Commercial,1740,6.03,2.71,1
4473,43,Full-time,142189,676,0,0.24,3762,36,7524,Commercial,668,7.2,3.78,0
4474,60,Unemployed,129268,585,0,0.33,3803,36,3803,Commercial,3281,3.87,2.91,1
4475,56,Unemployed,50105,437,0,0.42,3101,36,3101,Residential,536,7.58,3.33,1
4476,44,Freelancer,89634,777,0,0.2,1547,6,3094,Residential,1944,3.66,1.96,0
4477,46,Self-employed,137426,306,0,0.45,2198,6,2198,Commercial,4891,7.04,1.81,1
4478,64,Self-employed,85063,718,0,0.48,2730,12,5460,Commercial,2867,8.0,3.84,1
4479,55,Full-time,27619,771,0,0.12,2368,6,4736,Commercial,1422,5.88,1.49,0
4480,37,Self-employed,31939,719,0,0.12,3154,36,6308,Residential,2320,9.38,1.7,0
4481,44,Freelancer,38226,575,0,0.14,582,6,1164,Residential,2942,4.06,4.76,1
4482,58,Full-time,45322,389,0,0.41,592,36,1184,Commercial,4878,4.2,2.01,1
4483,37,Part-time,137504,581,1,0.18,3656,36,3656,Residential,2162,6.62,2.29,1
4484,61,Self-employed,78215,847,0,0.39,3548,36,7096,Commercial,1498,9.52,3.53,0
4485,36,Self-employed,36878,470,0,0.28,1967,6,3934,Commercial,4681,5.73,2.76,1
4486,37,Full-time,26560,654,0,0.43,2524,36,2524,Residential,4802,9.48,3.24,1
4487,52,Unemployed,58278,503,0,0.42,4317,12,8634,Commercial,4446,7.85,1.58,1
4488,64,Self-employed,56212,588,0,0.48,3198,24,6396,Residential,3024,8.48,3.69,1
4489,19,Freelancer,114835,761,0,0.2,1291,24,1291,Commercial,630,9.57,1.63,0
4490,47,Self-employed,143955,472,0,0.19,975,12,975,Commercial,4731,7.01,3.99,1
4491,51,Part-time,93079,600,0,0.11,1003,24,1003,Residential,3917,7.49,3.09,0
4492,39,Self-employed,43946,828,0,0.26,730,12,1460,Residential,2717,7.05,4.26,0
4493,20,Unemployed,138682,439,0,0.28,2086,6,4172,Residential,3516,8.49,1.69,1
4494,23,Self-employed,51740,577,0,0.49,2274,24,4548,Commercial,1686,4.91,2.51,1
4495,32,Full-time,130733,810,0,0.43,3590,12,3590,Commercial,4794,8.52,4.39,1
4496,44,Self-employed,27253,645,0,0.17,2756,12,5512,Commercial,3312,7.99,4.19,0
4497,27,Unemployed,99311,439,0,0.42,4470,36,8940,Commercial,2017,7.21,4.86,1
4498,26,Full-time,52813,413,0,0.17,4726,6,9452,Commercial,4698,3.27,1.89,1
4499,50,Freelancer,84331,806,0,0.13,883,12,883,Residential,505,8.42,3.16,0
4500,49,Full-time,47632,665,0,0.43,3663,24,3663,Residential,1210,3.93,1.07,1
4501,23,Part-time,68365,696,0,0.49,2909,36,2909,Commercial,511,9.73,4.86,1
4502,58,Full-time,87593,410,0,0.14,1260,36,1260,Residential,2650,3.57,1.7,1
4503,53,Freelancer,53431,657,0,0.43,4452,36,8904,Residential,2213,8.04,4.62,1
4504,19,Self-employed,57436,537,0,0.44,1442,6,2884,Commercial,4766,5.52,3.71,1
4505,46,Full-time,38413,302,0,0.15,3195,12,6390,Residential,4684,8.15,4.75,1
4506,21,Full-time,115761,703,0,0.21,1796,6,1796,Commercial,3918,6.63,1.99,0
4507,18,Full-time,58485,324,0,0.39,2902,12,5804,Commercial,3782,7.41,2.38,1
4508,36,Full-time,88232,808,0,0.42,2647,36,5294,Residential,4104,3.53,1.66,1
4509,43,Freelancer,131504,764,0,0.24,2139,24,4278,Residential,3147,9.77,2.69,0
4510,42,Unemployed,36101,360,0,0.16,4896,24,9792,Commercial,4096,3.03,4.79,1
4511,27,Unemployed,28831,807,0,0.36,1108,6,1108,Commercial,4482,9.59,3.28,0
4512,32,Full-time,104583,422,1,0.38,1381,36,2762,Commercial,677,6.98,2.66,1
4513,39,Freelancer,71897,796,0,0.3,2750,12,2750,Residential,3110,4.81,2.3,0
4514,38,Freelancer,25004,354,0,0.16,3592,6,7184,Commercial,1053,7.46,3.34,1
4515,39,Full-time,108241,462,0,0.44,2659,36,2659,Commercial,3889,7.71,3.89,1
4516,53,Part-time,65924,338,0,0.36,2928,6,2928,Commercial,741,8.11,2.63,1
4517,51,Full-time,41509,382,0,0.45,3501,24,3501,Commercial,4499,3.12,1.92,1
4518,47,Part-time,139636,845,0,0.47,2494,36,4988,Residential,1879,9.88,3.34,1
4519,42,Full-time,57170,412,0,0.42,1823,6,1823,Commercial,2096,7.33,2.46,1
4520,62,Part-time,63555,724,0,0.48,4817,12,4817,Residential,4029,5.64,4.98,1
4521,45,Part-time,34662,529,0,0.48,1511,24,3022,Commercial,2504,6.99,2.76,1
4522,18,Full-time,138115,582,0,0.35,4538,12,9076,Commercial,2446,4.25,2.74,1
4523,62,Part-time,124216,586,0,0.39,1188,6,2376,Commercial,1800,4.73,4.36,1
4524,21,Self-employed,85930,454,0,0.38,4568,36,9136,Commercial,3589,3.6,2.0,1
4525,24,Unemployed,67403,464,0,0.35,4713,24,4713,Residential,3895,9.15,1.26,1
4526,26,Freelancer,56365,481,0,0.11,4769,12,4769,Residential,1570,4.76,4.42,1
4527,53,Part-time,82188,538,0,0.24,1742,12,3484,Residential,4284,8.18,3.36,1
4528,36,Part-time,96060,638,0,0.14,3947,36,3947,Commercial,2288,4.92,2.04,0
4529,18,Freelancer,118633,811,0,0.22,2544,6,2544,Commercial,4787,4.02,2.37,0
4530,27,Part-time,46673,565,0,0.13,940,12,940,Residential,2272,3.76,2.7,1
4531,53,Freelancer,83471,486,0,0.47,1724,6,1724,Residential,4305,9.02,3.72,1
4532,26,Full-time,37156,339,0,0.28,2962,6,2962,Residential,2714,3.84,2.87,1
4533,62,Self-employed,77287,792,0,0.18,4678,6,9356,Commercial,556,3.61,2.58,0
4534,63,Self-employed,21645,690,0,0.33,3252,36,6504,Commercial,737,3.07,4.12,0
4535,59,Unemployed,79076,559,0,0.18,2252,6,4504,Residential,1232,5.57,1.29,1
4536,49,Part-time,114585,475,0,0.42,4942,24,9884,Residential,4389,9.6,3.61,1
4537,49,Unemployed,136475,628,0,0.22,3502,36,7004,Residential,3324,9.36,2.8,0
4538,23,Full-time,95351,499,0,0.23,3716,12,7432,Commercial,1727,3.81,2.34,1
4539,55,Self-employed,70151,495,0,0.45,3859,36,7718,Commercial,4737,3.09,4.71,1
4540,34,Full-time,87384,830,0,0.32,4442,12,4442,Commercial,2954,8.26,4.11,0
4541,27,Full-time,119865,361,0,0.45,3796,24,7592,Commercial,4805,5.15,1.88,1
4542,44,Part-time,53541,626,1,0.27,4809,6,4809,Commercial,1267,8.84,3.61,1
4543,52,Full-time,92847,580,0,0.24,4514,6,4514,Residential,3883,4.51,4.29,1
4544,38,Self-employed,107099,526,0,0.3,1399,6,1399,Residential,2924,6.45,4.96,1
4545,42,Unemployed,100739,357,0,0.12,1689,6,1689,Commercial,3924,3.23,3.79,1
4546,45,Self-employed,70955,776,0,0.16,1152,36,1152,Residential,1213,9.26,3.76,0
4547,64,Part-time,29290,675,1,0.19,1482,24,2964,Commercial,585,4.25,3.45,1
4548,32,Self-employed,120354,542,0,0.43,1075,12,1075,Residential,2078,5.06,1.16,1
4549,21,Freelancer,78942,666,1,0.39,832,36,1664,Residential,2516,6.36,3.34,1
4550,46,Unemployed,102667,799,0,0.18,4807,6,9614,Residential,3986,4.9,4.22,0
4551,26,Freelancer,50143,551,0,0.21,788,6,1576,Commercial,3927,3.28,2.58,1
4552,44,Freelancer,44509,621,0,0.48,2713,6,2713,Residential,4214,3.2,3.35,1
4553,43,Part-time,107780,675,0,0.13,2673,12,2673,Commercial,1771,9.69,4.71,0
4554,36,Full-time,56741,708,0,0.32,4333,12,8666,Residential,4313,5.28,1.69,0
4555,45,Freelancer,46898,787,0,0.31,1555,36,3110,Residential,2124,5.34,2.12,0
4556,34,Self-employed,144433,642,0,0.39,4869,24,9738,Residential,2908,9.46,1.44,0
4557,60,Full-time,119919,539,0,0.2,1824,12,3648,Residential,3351,8.85,3.0,1
4558,58,Self-employed,132854,438,0,0.47,4095,36,8190,Residential,1897,7.81,4.36,1
4559,59,Self-employed,105674,421,1,0.26,4327,12,4327,Residential,2465,7.61,2.74,1
4560,37,Full-time,82948,719,0,0.21,3162,36,6324,Commercial,4656,8.61,1.28,0
4561,62,Full-time,81768,603,0,0.23,2823,6,5646,Commercial,3741,4.18,2.05,0
4562,57,Self-employed,63262,414,0,0.24,2382,12,4764,Commercial,2030,7.65,4.56,1
4563,56,Part-time,25506,642,0,0.18,3563,6,7126,Commercial,1274,3.69,3.23,0
4564,40,Unemployed,40605,550,0,0.47,1653,24,1653,Commercial,2961,3.89,4.66,1
4565,64,Unemployed,98590,306,0,0.17,3870,6,7740,Commercial,615,4.7,4.34,1
4566,49,Part-time,48231,478,0,0.45,596,24,1192,Residential,1849,7.97,2.66,1
4567,64,Full-time,99397,444,0,0.26,776,12,776,Residential,3245,9.25,3.53,1
4568,50,Self-employed,97123,715,0,0.21,3347,24,6694,Residential,3743,7.84,3.66,0
4569,63,Unemployed,33515,420,0,0.18,831,6,831,Commercial,3347,5.92,3.99,1
4570,22,Self-employed,107211,423,0,0.3,2752,12,2752,Commercial,1126,6.6,2.33,1
4571,60,Part-time,58622,449,0,0.37,4698,36,9396,Residential,2139,7.99,2.16,1
4572,51,Self-employed,36600,696,0,0.46,3551,12,7102,Residential,2722,7.29,3.74,1
4573,57,Part-time,47892,680,0,0.36,4196,36,4196,Residential,3445,6.71,4.28,0
4574,28,Full-time,103279,300,0,0.29,2907,6,2907,Residential,2921,4.66,2.66,1
4575,20,Part-time,89310,543,0,0.11,3702,12,7404,Commercial,736,7.32,2.28,1
4576,50,Part-time,41801,697,0,0.47,2586,36,5172,Residential,3557,3.13,4.3,1
4577,28,Unemployed,57695,550,0,0.46,806,6,806,Commercial,1467,6.92,3.75,1
4578,33,Self-employed,48853,598,0,0.25,1383,24,2766,Commercial,3331,8.75,2.37,1
4579,35,Unemployed,24429,596,0,0.11,4789,36,4789,Residential,4427,4.26,3.12,1
4580,47,Freelancer,24606,799,0,0.39,4089,24,8178,Commercial,1519,3.8,4.84,0
4581,27,Part-time,24478,414,0,0.42,4141,12,8282,Commercial,2506,9.79,4.0,1
4582,35,Freelancer,134380,300,0,0.32,4844,36,4844,Residential,3393,8.9,1.89,1
4583,55,Unemployed,103816,781,0,0.26,2662,6,2662,Commercial,2062,5.11,2.18,0
4584,36,Self-employed,60134,809,0,0.44,3647,6,7294,Commercial,1341,4.46,2.06,1
4585,53,Unemployed,89963,634,1,0.18,3283,24,3283,Residential,2703,5.34,4.39,1
4586,30,Self-employed,131780,764,0,0.28,3641,6,7282,Residential,1312,6.02,3.57,0
4587,63,Self-employed,90897,440,0,0.11,654,12,1308,Residential,4399,8.75,4.76,1
4588,20,Full-time,45475,436,0,0.17,4130,12,4130,Residential,4261,4.67,1.36,1
4589,27,Part-time,86177,466,0,0.48,960,24,1920,Residential,3697,8.05,1.21,1
4590,55,Unemployed,41730,642,0,0.33,1896,36,3792,Commercial,2209,9.51,3.7,0
4591,18,Self-employed,41113,709,0,0.42,1290,6,1290,Residential,1564,5.66,2.07,1
4592,44,Unemployed,40011,364,0,0.29,4209,12,4209,Residential,4781,3.18,3.72,1
4593,63,Unemployed,75746,366,0,0.43,2367,36,2367,Commercial,3008,8.79,3.89,1
4594,25,Self-employed,143075,732,0,0.32,2188,12,4376,Commercial,2218,7.96,2.22,0
4595,63,Freelancer,62853,349,0,0.1,1076,12,1076,Commercial,3832,4.04,4.81,1
4596,59,Part-time,105195,613,0,0.46,4264,36,8528,Residential,3093,7.18,4.1,1
4597,34,Part-time,56818,608,0,0.16,3043,36,3043,Residential,1972,8.77,2.47,0
4598,26,Full-time,57321,414,0,0.28,861,6,1722,Residential,1198,4.27,2.65,1
4599,23,Full-time,41309,641,0,0.29,956,24,1912,Commercial,1444,4.56,3.86,0
4600,60,Full-time,38688,829,0,0.12,3749,24,3749,Residential,636,4.41,2.22,0
4601,42,Part-time,48176,794,0,0.12,4724,12,9448,Commercial,1725,9.98,2.18,0
4602,56,Freelancer,88879,568,1,0.41,4061,24,8122,Commercial,3202,4.61,3.5,1
4603,45,Part-time,87592,379,0,0.22,3610,12,3610,Commercial,2704,4.87,1.54,1
4604,50,Part-time,104728,755,0,0.26,4029,36,8058,Commercial,3826,3.34,4.97,0
4605,54,Part-time,109012,598,1,0.33,849,12,1698,Commercial,2728,9.88,2.15,1
4606,26,Part-time,29416,501,0,0.25,3192,6,6384,Commercial,2956,4.73,2.53,1
4607,35,Freelancer,59994,802,0,0.41,4583,12,9166,Residential,4302,8.08,1.9,1
4608,38,Full-time,86422,784,0,0.45,608,12,1216,Commercial,3599,3.18,3.57,1
4609,19,Unemployed,28584,317,0,0.12,1731,6,3462,Residential,4234,8.48,1.24,1
4610,60,Full-time,144555,777,0,0.35,1076,6,1076,Commercial,2038,8.25,4.71,0
4611,55,Full-time,113302,787,0,0.23,740,24,740,Commercial,2068,3.59,2.22,0
4612,57,Unemployed,142408,745,0,0.33,3138,36,3138,Commercial,3770,3.86,4.71,0
4613,53,Part-time,38830,639,0,0.29,2541,36,5082,Commercial,4664,5.07,2.01,0
4614,60,Freelancer,105825,830,0,0.23,870,6,870,Commercial,1101,5.48,3.06,0
4615,54,Freelancer,141162,415,0,0.14,2652,36,2652,Commercial,2564,8.48,3.78,1
4616,32,Full-time,97066,373,0,0.32,597,12,1194,Commercial,4406,3.43,3.45,1
4617,45,Unemployed,23591,568,0,0.15,4691,36,4691,Residential,1045,7.55,3.05,1
4618,35,Self-employed,113878,415,0,0.16,2448,6,2448,Commercial,683,4.6,4.15,1
4619,51,Part-time,145407,463,0,0.49,1995,36,3990,Residential,1337,5.68,2.88,1
4620,39,Full-time,136869,521,0,0.23,2593,6,2593,Commercial,2392,3.02,2.33,1
4621,28,Freelancer,146644,425,1,0.33,3437,24,3437,Commercial,1888,5.04,3.87,1
4622,30,Unemployed,41395,475,1,0.21,2578,6,2578,Residential,2441,4.2,4.75,1
4623,21,Unemployed,74182,674,0,0.45,2955,12,2955,Residential,1957,6.53,3.41,1
4624,39,Full-time,36738,797,0,0.21,3946,12,3946,Commercial,3770,4.11,2.12,0
4625,24,Self-employed,22631,384,0,0.25,1905,12,1905,Residential,3300,8.85,4.05,1
4626,60,Freelancer,37905,682,0,0.34,3191,6,6382,Commercial,3803,9.18,4.05,0
4627,41,Full-time,39056,762,1,0.45,3245,6,6490,Residential,3270,8.92,2.07,1
4628,21,Self-employed,129674,750,0,0.43,1472,12,1472,Residential,1953,9.87,2.54,1
4629,45,Unemployed,137025,817,0,0.21,3248,36,3248,Residential,4135,9.4,1.56,0
4630,32,Part-time,141656,849,0,0.43,2012,6,2012,Residential,3786,4.96,1.32,1
4631,18,Freelancer,135316,415,0,0.38,3423,36,6846,Residential,1672,5.2,4.23,1
4632,20,Freelancer,109082,307,0,0.5,1308,24,1308,Commercial,2211,6.73,2.49,1
4633,31,Self-employed,55447,517,0,0.47,4730,24,9460,Residential,1280,5.69,2.13,1
4634,55,Full-time,74418,703,0,0.31,827,24,1654,Residential,1528,9.79,2.02,0
4635,18,Unemployed,57190,603,0,0.4,4794,24,4794,Residential,2750,5.38,1.3,0
4636,55,Self-employed,46014,766,0,0.33,1182,12,2364,Commercial,4649,8.18,4.94,0
4637,55,Part-time,149233,387,0,0.34,3831,6,3831,Commercial,4883,7.03,2.47,1
4638,38,Part-time,92999,309,0,0.14,623,24,1246,Residential,4169,9.7,1.66,1
4639,46,Part-time,127917,607,0,0.1,1253,12,1253,Commercial,1568,8.21,4.46,0
4640,22,Self-employed,70278,733,0,0.12,2106,24,2106,Commercial,783,5.13,3.89,0
4641,27,Unemployed,145563,463,0,0.49,4078,6,8156,Commercial,1332,4.38,3.65,1
4642,45,Freelancer,21780,538,0,0.15,1968,24,1968,Residential,3988,8.98,2.19,1
4643,38,Full-time,111643,616,0,0.12,3345,24,6690,Residential,4867,9.38,2.66,0
4644,24,Freelancer,79258,634,0,0.22,3438,36,3438,Commercial,3712,8.82,4.36,0
4645,20,Unemployed,117123,317,0,0.34,2426,36,4852,Commercial,1416,8.16,3.56,1
4646,62,Freelancer,62192,370,0,0.48,2927,36,2927,Residential,1070,5.25,2.38,1
4647,64,Self-employed,79300,474,0,0.38,664,36,664,Residential,3299,6.54,1.44,1
4648,37,Part-time,124875,638,0,0.21,2009,24,2009,Commercial,2594,9.41,4.6,0
4649,36,Unemployed,110504,547,0,0.48,4592,24,9184,Residential,3738,3.94,4.82,1
4650,52,Unemployed,119129,492,0,0.11,3310,36,6620,Commercial,1120,6.46,3.88,1
4651,21,Freelancer,63923,718,0,0.49,1700,6,1700,Residential,1270,5.49,3.77,1
4652,22,Self-employed,109196,624,0,0.12,3781,12,3781,Residential,3847,7.74,3.15,0
4653,18,Freelancer,148888,605,0,0.4,1118,24,1118,Residential,2114,7.44,4.89,0
4654,21,Freelancer,22395,503,0,0.12,3212,36,6424,Residential,564,6.92,3.78,1
4655,29,Unemployed,122449,422,0,0.47,4223,12,4223,Commercial,4198,4.96,1.31,1
4656,44,Freelancer,141747,746,0,0.14,2186,36,2186,Residential,701,4.12,1.37,0
4657,59,Part-time,117384,790,0,0.12,2106,36,2106,Residential,4737,8.49,4.85,0
4658,40,Freelancer,35779,732,1,0.46,4432,6,8864,Residential,3669,9.94,4.77,1
4659,42,Part-time,91028,427,0,0.14,4392,6,4392,Residential,3364,4.18,3.23,1
4660,38,Unemployed,49722,847,0,0.42,4303,24,4303,Residential,1657,3.53,1.86,1
4661,41,Self-employed,27111,346,0,0.4,4810,36,9620,Commercial,2809,8.22,3.33,1
4662,42,Part-time,131391,804,0,0.34,1853,12,1853,Commercial,601,5.41,4.05,0
4663,62,Self-employed,29984,414,0,0.25,4739,24,9478,Residential,876,4.49,1.03,1
4664,63,Self-employed,117552,715,0,0.47,1118,6,2236,Commercial,705,6.68,4.29,1
4665,49,Part-time,113176,522,1,0.45,853,24,1706,Residential,4224,7.73,2.86,1
4666,49,Unemployed,92328,802,0,0.27,780,24,1560,Commercial,2557,4.5,2.85,0
4667,22,Full-time,144243,395,0,0.19,3877,36,7754,Residential,4163,9.96,2.74,1
4668,53,Self-employed,46924,406,0,0.21,4050,12,4050,Residential,2134,5.3,3.77,1
4669,63,Self-employed,72703,331,0,0.19,2459,6,2459,Commercial,1560,5.2,1.84,1
4670,59,Unemployed,52577,792,0,0.32,889,24,889,Residential,3323,5.96,3.43,0
4671,59,Unemployed,27711,365,1,0.45,4367,24,4367,Residential,1389,8.22,1.18,1
4672,56,Freelancer,105548,478,1,0.41,4860,36,4860,Residential,2062,9.11,4.25,1
4673,33,Unemployed,146216,742,0,0.42,2553,24,2553,Residential,3695,5.27,4.26,1
4674,50,Self-employed,119869,848,0,0.28,667,12,667,Residential,4998,3.83,2.25,0
4675,38,Part-time,121971,500,0,0.23,2666,36,2666,Commercial,1310,4.79,1.42,1
4676,26,Full-time,145093,348,0,0.4,4769,6,9538,Commercial,1558,3.59,3.99,1
4677,23,Freelancer,124763,562,0,0.42,3506,24,3506,Commercial,1760,7.41,2.88,1
4678,62,Part-time,24096,432,0,0.38,686,24,686,Commercial,3046,8.18,4.7,1
4679,52,Full-time,86555,643,0,0.11,4546,36,9092,Residential,1011,6.0,2.41,0
4680,56,Full-time,109848,475,0,0.34,3440,24,3440,Residential,2346,9.67,4.37,1
4681,39,Full-time,95012,690,0,0.24,1797,6,3594,Commercial,4912,8.09,1.1,0
4682,58,Part-time,28254,310,0,0.18,3145,12,3145,Residential,4898,5.66,4.09,1
4683,22,Freelancer,145410,500,0,0.38,1716,12,1716,Commercial,1625,3.72,3.71,1
